customerID,tenure,PhoneService,Contract,Paperless,PaymentMethod,MonthlyCharges,MonthlyGroceryspent,Churn,Revenue,gender,Age,Partner,N_dependent
0952-KMEEH,13,Yes,Month-to-month,No,Mailed check,98.15,1461,Yes,215614,Male,40,No,0
0953-LGOVU,12,No,Month-to-month,No,Mailed check,35.5,654,No,43493,Female,27,Yes,3
0956-ACVZC,54,Yes,One year,Yes,Credit card (automatic),94.1,1416,No,214815,Male,63,No,0
0956-SYCWG,13,Yes,One year,No,Electronic check,19.65,263,No,43540,Male,40,No,0
0958-YHXGP,7,Yes,Month-to-month,Yes,Mailed check,69.9,1063,No,86365,Female,35,No,0
0959-WHOKV,42,Yes,One year,Yes,Electronic check,99,1420,No,215038,Male,22,No,0
0960-HUWBM,65,Yes,Two year,Yes,Bank transfer (automatic),104.1,1404,No,215175,Female,46,Yes,6
0961-ZWLVI,49,Yes,One year,Yes,Credit card (automatic),109.2,1411,No,95462,Female,44,No,4
0962-CQPWQ,62,Yes,Two year,No,Bank transfer (automatic),20.3,491,No,22361,Male,30,Yes,1
0963-ZBDRN,32,Yes,Month-to-month,Yes,Electronic check,96.2,1474,Yes,207740,Male,32,No,0
0967-BMLBD,11,Yes,One year,Yes,Mailed check,20,325,No,36359,Male,44,Yes,5
0968-GSIKN,1,Yes,Month-to-month,Yes,Mailed check,70.8,1142,Yes,73334,Female,59,No,0
0969-RGKCU,37,Yes,One year,No,Credit card (automatic),19.8,317,No,28922,Male,60,Yes,5
0970-ETWGE,1,Yes,Month-to-month,Yes,Electronic check,89.55,1405,Yes,163960,Male,46,No,0
0970-QXPXW,1,Yes,Month-to-month,No,Mailed check,19.65,161,No,23770,Male,32,No,0
0971-QIFJK,69,Yes,Two year,No,Bank transfer (automatic),24.25,533,No,43564,Male,49,Yes,0
0973-KYVNF,72,Yes,Two year,Yes,Credit card (automatic),70.65,1123,No,88743,Female,64,Yes,3
0975-UYDTX,26,Yes,One year,Yes,Credit card (automatic),90.1,1480,No,150111,Male,40,Yes,0
0975-VOOVL,3,No,Month-to-month,No,Mailed check,29.2,579,No,42841,Female,43,No,0
0979-MOZQI,62,No,Two year,Yes,Bank transfer (automatic),39,694,No,43801,Female,36,Yes,0
0979-PHULV,69,Yes,Month-to-month,Yes,Credit card (automatic),99.45,1392,Yes,216927,Male,50,Yes,1
0980-FEXWF,26,Yes,One year,No,Mailed check,50.35,671,No,59945,Female,32,Yes,1
0980-PVMRC,40,No,Month-to-month,Yes,Electronic check,50.85,729,No,53537,Female,45,Yes,2
0983-TATYJ,33,Yes,One year,Yes,Mailed check,51.45,741,No,46391,Female,59,Yes,0
0988-AADSA,72,Yes,Two year,No,Bank transfer (automatic),80.85,1231,No,106273,Male,38,Yes,2
0988-JRWWP,3,Yes,Month-to-month,Yes,Electronic check,54.2,696,No,73787,Female,27,No,0
0991-BRRFB,18,Yes,Month-to-month,No,Electronic check,49.4,647,Yes,42439,Female,25,No,0
0993-OSGPT,68,Yes,One year,Yes,Bank transfer (automatic),60.65,1062,No,82430,Female,63,Yes,0
0997-YTLNY,19,Yes,Month-to-month,No,Mailed check,48.8,820,No,22815,Female,48,No,3
0999-QXNSA,7,Yes,Month-to-month,Yes,Mailed check,45.75,816,No,32221,Female,63,No,1
1000-AJSLD,1,Yes,Month-to-month,Yes,Mailed check,20.1,648,Yes,30748,Male,19,No,0
1004-NOZNR,56,Yes,One year,No,Credit card (automatic),94.8,1383,No,214562,Male,80,No,3
1009-IRMNA,7,Yes,Month-to-month,No,Bank transfer (automatic),20,323,Yes,23232,Male,33,No,0
1010-DIAUQ,5,Yes,Month-to-month,No,Bank transfer (automatic),96.5,1472,Yes,203389,Male,32,No,0
1013-QCWAM,66,Yes,Month-to-month,Yes,Electronic check,100.8,1490,No,210457,Male,65,Yes,0
1015-JPFYW,7,Yes,One year,No,Mailed check,19.45,205,No,38484,Male,26,No,1
1015-OWJKI,1,Yes,Month-to-month,No,Mailed check,19.05,306,,22741,Male,35,No,0
1016-DJTSV,8,Yes,Month-to-month,Yes,Electronic check,69.7,1059,No,91601,Female,65,No,0
1017-FBQMM,62,Yes,One year,Yes,Credit card (automatic),106.05,1417,No,196973,Female,51,Yes,3
1020-JPQOW,56,Yes,Month-to-month,No,Electronic check,90.55,1477,No,198615,Male,37,Yes,0
1022-RKXDR,41,Yes,One year,Yes,Mailed check,24.85,498,No,43150,Male,33,No,0
1023-BQXZE,57,Yes,Two year,Yes,Bank transfer (automatic),74.35,1212,No,87859,Female,36,No,0
1024-GUALD,1,No,Month-to-month,Yes,Electronic check,24.8,591,Yes,27199,Male,60,Yes,0
1024-KPRBB,38,Yes,One year,Yes,Mailed check,89.1,1462,No,134239,Male,58,No,0
1024-VRZHF,11,Yes,Month-to-month,Yes,Electronic check,74.95,1251,Yes,104575,Female,33,Yes,0
1025-FALIX,26,Yes,Month-to-month,Yes,Credit card (automatic),69.05,897,No,99321,Female,46,No,0
1027-LKKQQ,72,Yes,Two year,Yes,Bank transfer (automatic),80.45,1267,No,102755,Male,56,Yes,4
1028-FFNJK,30,Yes,Month-to-month,Yes,Electronic check,101.5,1499,No,190372,Female,78,Yes,0
1029-QFBEN,1,Yes,Month-to-month,No,Mailed check,19.55,291,Yes,36121,Male,25,No,0
1031-IIDEO,1,Yes,Month-to-month,Yes,Electronic check,70.85,1141,Yes,85184,Female,35,No,0
1032-MAELW,68,Yes,One year,Yes,Electronic check,78.45,1120,No,116748,Female,31,Yes,1
1035-IPQPU,63,Yes,Month-to-month,Yes,Electronic check,103.5,1435,No,184539,Female,72,Yes,0
1036-GUDCL,60,Yes,Month-to-month,Yes,Credit card (automatic),79.05,1134,No,118034,Male,29,Yes,1
1038-RQOST,19,Yes,Month-to-month,No,Mailed check,20.6,423,No,134999,Male,60,Yes,1
1038-ZAGBI,12,Yes,One year,No,Bank transfer (automatic),19.8,194,Yes,238101,Male,43,Yes,2
1041-RXHRA,41,Yes,Month-to-month,No,Bank transfer (automatic),70.25,1248,Yes,95207,Female,40,No,0
1042-HFUCW,25,Yes,One year,Yes,Credit card (automatic),54.75,816,No,79355,Female,35,No,2
1043-UXOVO,71,Yes,Two year,Yes,Credit card (automatic),113.15,1397,No,233833,Female,51,No,0
1043-YCUTE,56,Yes,Two year,Yes,Credit card (automatic),25.15,508,Yes,31324,Female,57,Yes,0
1045-LTCYT,8,Yes,Month-to-month,No,Credit card (automatic),21.05,528,No,33762,Male,49,Yes,3
1047-NNCBF,20,Yes,Month-to-month,No,Credit card (automatic),70.55,1159,No,94672,Female,50,No,0
1047-RNXZV,43,Yes,Two year,No,Mailed check,19.55,329,No,34784,Male,32,No,0
1049-FYSYG,17,No,Month-to-month,Yes,Credit card (automatic),35.65,724,No,36556,Female,33,Yes,0
1051-EQPZR,44,Yes,Month-to-month,No,Mailed check,19.6,196,No,39908,Male,25,Yes,1
1051-GEJLJ,2,Yes,Month-to-month,No,Mailed check,19.5,156,No,32142,Male,51,No,0
1052-QJIBV,71,Yes,Two year,No,Credit card (automatic),19.9,332,No,38739,Male,36,Yes,4
1053-MXTTK,72,Yes,Two year,Yes,Bank transfer (automatic),108.65,1451,No,106707,Female,45,Yes,1
1057-FOGLZ,18,Yes,Month-to-month,No,Mailed check,19.65,264,,43654,Male,22,No,0
1060-ENTOF,67,Yes,One year,Yes,Credit card (automatic),105.4,1427,No,189717,Female,63,Yes,0
1061-PNTHC,56,Yes,Month-to-month,Yes,Mailed check,109.6,1449,No,35171,Female,46,Yes,6
1062-LHZOD,1,Yes,Month-to-month,Yes,Mailed check,69.9,994,Yes,78058,Female,25,Yes,1
1063-DHQJF,69,Yes,Two year,Yes,Mailed check,92.15,1369,No,188551,Male,60,Yes,5
1064-FBXNK,1,Yes,One year,No,Credit card (automatic),19.85,298,No,28445,Male,40,Yes,3
1066-JKSGK,1,Yes,Month-to-month,No,Mailed check,20.15,412,Yes,29052,Male,20,No,0
1069-QJOEE,25,Yes,One year,No,Electronic check,19.9,236,No,28376,Male,54,Yes,3
1069-XAIEM,1,Yes,Month-to-month,Yes,Electronic check,85.05,1295,Yes,100944,Male,80,No,0
1073-XXCZD,55,Yes,Two year,No,Bank transfer (automatic),25.7,511,No,34219,Female,51,Yes,0
1074-AMIOH,53,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,1463,No,35535,Female,55,Yes,5
1074-WVEVG,59,Yes,One year,No,Mailed check,20.35,483,No,40477,Male,27,Yes,0
1075-BGWOH,16,Yes,Month-to-month,Yes,Electronic check,98.75,1463,Yes,207812,Male,70,Yes,0
1077-HUUJM,7,Yes,Month-to-month,Yes,Electronic check,71.05,1170,No,75450,Female,51,No,4
1078-TDCRN,3,No,Month-to-month,Yes,Electronic check,30.75,524,No,43603,Female,65,Yes,0
1080-BWSYE,64,Yes,Two year,No,Credit card (automatic),25.65,493,No,32032,Female,67,Yes,0
1084-MNSMJ,51,Yes,Two year,No,Credit card (automatic),85.5,1449,No,103708,Male,30,Yes,2
1084-UQCHV,1,Yes,Month-to-month,No,Bank transfer (automatic),69.75,1064,Yes,94151,Female,40,No,1
1085-LDWAM,69,Yes,One year,Yes,Credit card (automatic),20.35,625,No,40305,Male,43,Yes,1
1086-LXKFY,1,Yes,Month-to-month,Yes,Mailed check,69.1,983,Yes,88517,Female,47,Yes,6
1087-GRUYI,38,Yes,Two year,No,Bank transfer (automatic),20.4,416,No,38887,Male,30,Yes,0
1087-UDSIH,3,Yes,Month-to-month,Yes,Mailed check,19.6,1000,Yes,130464,Male,47,No,0
1088-AUUZZ,56,Yes,Two year,Yes,Credit card (automatic),75.85,1202,No,109930,Female,24,Yes,1
1088-CNNKB,63,Yes,One year,No,Credit card (automatic),80,1297,No,115346,Male,58,Yes,0
1089-HDMKP,11,Yes,Month-to-month,Yes,Electronic check,54.55,778,No,70501,Female,65,No,2
1089-XZWHH,24,Yes,Two year,Yes,Mailed check,19.7,258,No,33413,Male,45,Yes,2
1090-ESELR,72,Yes,Two year,No,Bank transfer (automatic),105.5,1474,No,202912,Female,60,Yes,4
1090-PYKCI,69,Yes,One year,Yes,Credit card (automatic),105.1,1464,No,209603,Female,40,Yes,3
1091-SOZGA,56,Yes,One year,Yes,Credit card (automatic),99.8,1402,No,211239,Male,25,Yes,1
1092-GANHU,17,Yes,Month-to-month,Yes,Electronic check,76.65,1198,Yes,121833,Female,52,No,0
1092-WPIVQ,18,Yes,Two year,No,Mailed check,25.1,533,No,22377,Female,25,Yes,2
1093-YSWCA,11,Yes,Two year,No,Credit card (automatic),19.55,209,,37536,Male,27,No,0
1094-BKOSX,45,No,One year,No,Bank transfer (automatic),51,666,No,57991,Female,43,Yes,2
1095-JUDTC,47,Yes,Month-to-month,Yes,Electronic check,95.05,1468,Yes,198818,Male,65,No,0
1095-WGNGG,61,Yes,Two year,Yes,Bank transfer (automatic),101.05,1442,No,213652,Female,33,Yes,0
1096-ADRUX,66,Yes,One year,Yes,Bank transfer (automatic),74.25,1162,No,94557,Female,25,Yes,1
1097-FSPVW,42,Yes,Month-to-month,No,Credit card (automatic),54.55,694,No,84567,Female,54,No,0
1098-KFQEC,55,Yes,Two year,No,Credit card (automatic),19.4,290,,44605,Male,44,Yes,1
1098-TDVUQ,1,Yes,Month-to-month,Yes,Bank transfer (automatic),19.25,1000,No,27223,Male,40,No,0
1099-BTKWT,68,No,One year,Yes,Electronic check,54.4,816,No,85259,Female,36,Yes,0
1099-GODLO,1,Yes,Two year,No,Mailed check,20.35,618,No,25839,Male,40,Yes,1
1100-DDVRV,17,No,Month-to-month,Yes,Mailed check,49.8,724,No,41917,Female,40,Yes,0
1101-SSWAG,15,Yes,Month-to-month,Yes,Electronic check,51.1,836,No,62402,Female,45,Yes,0
1104-FEJAM,28,Yes,Month-to-month,No,Electronic check,64.4,876,No,79809,Female,40,Yes,2
1104-TNLZA,28,Yes,Month-to-month,Yes,Electronic check,105.8,1353,No,211550,Female,62,Yes,0
1106-HRLKZ,40,Yes,Two year,No,Mailed check,19.6,331,No,29357,Male,27,Yes,3
1110-KYLGQ,63,Yes,Month-to-month,No,Credit card (automatic),108.25,1428,No,265073,Female,41,No,0
1112-CUNAO,15,Yes,Month-to-month,No,Electronic check,89.85,1446,Yes,188384,Male,71,No,0
1113-IUJYX,14,Yes,One year,No,Mailed check,105.95,1471,Yes,185995,Female,36,Yes,0
1114-CENIM,54,Yes,Month-to-month,Yes,Credit card (automatic),55,1022,Yes,96758,Female,53,No,6
1116-DXXDF,39,Yes,Two year,Yes,Electronic check,100.45,1453,No,202842,Male,40,No,0
1116-FRYVH,48,No,Two year,No,Mailed check,39.4,828,No,33083,Female,32,Yes,1
1120-BMWUB,16,Yes,Month-to-month,Yes,Mailed check,53.9,700,Yes,63359,Female,40,No,0
1121-QSIVB,44,Yes,One year,Yes,Mailed check,77.55,1171,No,105554,Female,33,No,1
1122-JWTJW,1,Yes,Month-to-month,Yes,Mailed check,70.65,1283,Yes,74412,Female,27,Yes,1
1122-YJBCS,69,Yes,One year,Yes,Credit card (automatic),53.65,787,No,55115,Female,35,Yes,0
1125-SNVCK,49,Yes,Month-to-month,No,Mailed check,43.8,708,No,40480,Female,73,No,0
1131-ALZWV,24,Yes,One year,No,Bank transfer (automatic),24.6,516,No,34107,Male,27,No,0
1131-QQZEB,71,Yes,Two year,No,Bank transfer (automatic),23.95,417,No,30446,Male,71,Yes,0
1131-SUEKT,61,Yes,One year,Yes,Bank transfer (automatic),98.45,1363,No,211268,Male,34,Yes,3
1133-KXCGE,18,Yes,One year,No,Mailed check,20.1,587,No,25683,Male,40,No,0
1134-YWTYF,27,Yes,Month-to-month,Yes,Electronic check,53.8,704,No,61354,Female,40,Yes,0
1135-HIORI,64,Yes,One year,Yes,Electronic check,111.45,1384,No,74020,Female,39,Yes,1
1135-LMECX,1,Yes,Month-to-month,No,Mailed check,19.85,330,,42024,Male,53,No,0
1136-XGEQU,50,Yes,One year,Yes,Credit card (automatic),84.15,1156,No,104391,Male,44,Yes,6
1137-DGOWI,30,Yes,One year,No,Bank transfer (automatic),70.25,1122,No,72683,Female,36,Yes,0
1139-WUOAH,57,No,Two year,No,Credit card (automatic),53.35,654,Undecided,53418,Female,23,No,0
1140-UKVZG,17,Yes,Month-to-month,No,Mailed check,24.8,423,No,44069,Male,53,No,0
1142-IHLOO,51,Yes,One year,No,Credit card (automatic),87.55,1441,No,136112,Male,40,No,0
1142-WACZW,2,No,Month-to-month,No,Bank transfer (automatic),29.85,641,Yes,29806,Female,32,No,0
1143-NMNQJ,2,Yes,Month-to-month,Yes,Electronic check,85.7,1363,Yes,104111,Male,63,No,0
1150-FTQGN,60,Yes,One year,No,Bank transfer (automatic),94.15,1427,No,205326,Male,36,Yes,2
1150-WFARN,67,Yes,Two year,Yes,Credit card (automatic),108.75,1433,Yes,69516,Female,31,Yes,2
1153-GNOLC,33,No,One year,Yes,Electronic check,39.1,768,No,34850,Female,26,No,0
1154-HYWWO,38,Yes,One year,No,Mailed check,70.6,1240,No,96091,Female,50,No,0
1156-ZFYDO,1,Yes,Month-to-month,No,Electronic check,19.75,325,No,34176,Male,58,No,0
1157-BQCUW,1,Yes,Month-to-month,Yes,Electronic check,74.95,1275,Yes,110549,Female,26,No,0
1159-WFSGR,16,Yes,Month-to-month,No,Electronic check,20.4,584,No,34156,Male,58,Yes,1
1162-ECVII,72,Yes,Two year,Yes,Bank transfer (automatic),109.75,1412,No,302231,Female,77,Yes,0
1163-ONYEY,41,Yes,Month-to-month,Yes,Credit card (automatic),74.55,1279,No,91650,Female,31,Yes,2
1163-VIPRI,65,Yes,Two year,No,Electronic check,109.3,1471,No,128679,Female,64,Yes,1
1166-PQLGG,72,Yes,Two year,No,Bank transfer (automatic),19.55,286,No,138863,Male,45,Yes,4
1167-OYZJF,67,Yes,Two year,Yes,Bank transfer (automatic),20.05,580,No,32690,Male,65,Yes,0
1169-SAOCL,49,Yes,One year,Yes,Bank transfer (automatic),106.65,1411,No,224912,Female,64,No,0
1169-WCVAK,19,Yes,Month-to-month,Yes,Credit card (automatic),88.8,1452,No,132970,Male,50,Yes,0
1170-SASML,69,Yes,Month-to-month,Yes,Bank transfer (automatic),85.4,1466,No,107945,Male,45,Yes,0
1171-TYKUR,47,Yes,Month-to-month,No,Electronic check,25.4,536,No,40865,Female,49,Yes,0
1172-VIYBP,53,Yes,Two year,No,Bank transfer (automatic),69.7,970,No,88443,Female,29,Yes,1
1173-NOEYG,27,Yes,Month-to-month,No,Bank transfer (automatic),90.15,1495,No,133051,Male,35,Yes,0
1173-XZPYF,11,Yes,Month-to-month,Yes,Electronic check,89.2,1462,No,150560,Male,26,No,0
1174-FGIFN,28,Yes,One year,Yes,Electronic check,90.45,1479,No,130065,Male,28,Yes,2
1177-XZBJL,53,Yes,One year,No,Bank transfer (automatic),64.15,1067,No,79342,Female,33,Yes,1
1178-PZGAB,19,Yes,One year,No,Credit card (automatic),20.25,464,No,32645,Male,43,No,0
1179-INLAT,3,Yes,One year,Yes,Mailed check,19.45,317,No,25857,Male,46,No,0
1183-CANVH,23,Yes,One year,No,Bank transfer (automatic),60,1046,No,97285,Female,23,Yes,0
1184-PJVDB,10,Yes,Month-to-month,Yes,Electronic check,79.95,1250,Yes,119852,Male,32,Yes,0
1187-WILMM,63,Yes,Two year,Yes,Credit card (automatic),89.4,1466,No,130638,Male,33,Yes,1
1193-RTSLK,38,Yes,Month-to-month,Yes,Credit card (automatic),83.9,1137,Yes,109083,Male,19,No,0
1194-BHJYC,61,No,Two year,Yes,Mailed check,62.15,907,No,83878,Female,56,Yes,0
1194-HVAIF,27,Yes,Month-to-month,No,Credit card (automatic),95,1395,No,224460,Male,42,Yes,0
1194-SPVSP,1,Yes,Month-to-month,No,Bank transfer (automatic),19.65,228,No,29738,Male,49,No,0
1195-OIYEJ,13,Yes,Month-to-month,Yes,Electronic check,91.1,1379,Yes,160284,Male,64,No,0
1196-AMORA,7,Yes,Month-to-month,No,Electronic check,73.6,1135,Yes,83453,Female,40,No,0
1197-BVMVG,4,Yes,Month-to-month,Yes,Electronic check,74.45,1129,No,91081,Female,65,No,0
1200-TUZHR,8,Yes,Month-to-month,No,Electronic check,85.2,1466,No,106121,Male,74,No,0
1202-KKGFU,12,Yes,Month-to-month,No,Bank transfer (automatic),54.2,638,No,75207,Female,36,Yes,0
1205-WNWPJ,7,Yes,Month-to-month,Yes,Mailed check,59.5,952,Yes,89346,Female,26,No,0
1206-EHBDD,56,Yes,Two year,No,Bank transfer (automatic),80.3,1271,No,124495,Male,26,Yes,0
1207-BLKSA,52,Yes,Two year,No,Mailed check,23.05,589,No,33220,Male,26,Yes,1
1208-DNHLN,23,Yes,One year,Yes,Credit card (automatic),48.35,785,Yes,24930,Female,27,Yes,2
1208-NBVFH,20,Yes,Month-to-month,Yes,Electronic check,49.6,846,No,44232,Female,51,Yes,6
1209-VFFOC,68,No,Two year,Yes,Mailed check,56.4,923,No,87157,Female,36,Yes,1
1212-GLHMD,3,Yes,Month-to-month,Yes,Mailed check,86.05,1381,Undecided,125458,Male,22,No,0
1213-NGCUN,6,Yes,Month-to-month,Yes,Bank transfer (automatic),49.65,805,Yes,43486,Female,22,No,0
1215-EXRMO,50,Yes,Two year,No,Mailed check,20.55,408,No,25407,Male,35,Yes,0
1215-FIGMP,60,Yes,Month-to-month,Yes,Bank transfer (automatic),89.9,1438,No,132356,Male,50,No,0
1215-VFYVK,4,No,Month-to-month,No,Mailed check,48.25,810,No,37730,Female,43,No,0
1216-BGTSP,45,Yes,Month-to-month,Yes,Credit card (automatic),108.45,1375,No,277053,Female,51,No,0
1216-JWVUX,25,Yes,Month-to-month,Yes,Electronic check,75.5,1216,No,107693,Female,33,Yes,2
1217-VASWC,43,Yes,One year,Yes,Bank transfer (automatic),100.55,1492,No,221097,Male,70,Yes,0
1218-VKFPE,12,Yes,Month-to-month,No,Mailed check,19,1000,Yes,24373,Male,35,Yes,1
1219-NNDDO,9,Yes,Month-to-month,Yes,Electronic check,76.85,1149,No,116093,Female,22,No,0
1221-GHZEP,62,Yes,Two year,Yes,Mailed check,65.1,870,No,85912,Female,40,No,0
1222-KJNZD,40,Yes,Month-to-month,Yes,Bank transfer (automatic),20.4,551,No,29358,Male,42,Yes,2
1222-LRYKO,6,Yes,Month-to-month,No,Mailed check,26.35,624,No,36211,Female,51,No,1
1223-UNPKS,20,Yes,Two year,No,Mailed check,20.05,444,No,42455,Male,41,Yes,1
1226-IENZN,16,Yes,Month-to-month,Yes,Electronic check,78.75,1152,No,108188,Female,70,No,0
1226-JZNKR,8,Yes,One year,No,Electronic check,19.8,285,No,40661,Male,40,Yes,1
1226-UDFZR,2,Yes,Month-to-month,Yes,Mailed check,49.6,767,Yes,38350,Female,61,No,0
1227-UDMZR,72,Yes,Two year,Yes,Bank transfer (automatic),91.15,1368,No,145260,Male,52,Yes,0
1228-FZFRV,50,Yes,Month-to-month,No,Credit card (automatic),105.95,1364,Yes,203634,Female,49,Yes,5
1228-ZLNBX,21,Yes,Month-to-month,No,Mailed check,75.3,1161,No,103002,Female,57,No,0
1229-RCALF,64,Yes,One year,Yes,Electronic check,115,1370,No,192350,Female,22,Yes,0
1230-QAJDW,3,Yes,Month-to-month,Yes,Mailed check,65.25,1001,No,79483,Female,27,No,0
1231-YNDEK,58,Yes,Two year,Yes,Bank transfer (automatic),19.15,213,,,Male,45,No,0
1236-WFCDV,14,Yes,Month-to-month,No,Credit card (automatic),90.45,1369,Yes,163882,Male,88,No,0
1237-WIYYZ,18,Yes,Month-to-month,Yes,Mailed check,19.55,203,No,28353,Male,49,No,0
1240-HCBOH,67,Yes,Two year,Yes,Mailed check,26.1,614,No,37031,Female,46,No,0
1240-KNSEZ,1,Yes,Month-to-month,Yes,Mailed check,20.1,432,Yes,40326,Male,55,No,0
1241-EZFMJ,61,Yes,Two year,No,Bank transfer (automatic),25.45,588,No,28641,Female,41,Yes,0
1241-FPMOF,52,Yes,Two year,No,Mailed check,19.65,280,No,131462,Male,25,No,0
1245-HARPS,14,Yes,Two year,No,Mailed check,20.4,468,No,35328,Male,41,Yes,0
1247-QBVSH,43,Yes,Month-to-month,No,Mailed check,50.2,807,No,46057,Female,36,Yes,1
1248-DYXUB,52,Yes,Two year,No,Mailed check,24.8,455,No,28420,Male,64,Yes,1
1251-KRREG,2,Yes,Month-to-month,Yes,Mailed check,54.4,651,Yes,90471,Female,27,No,0
1251-STYSZ,4,Yes,Month-to-month,Yes,Electronic check,80.25,1295,No,103700,Male,80,No,0
1254-IZEYF,31,Yes,Month-to-month,Yes,Electronic check,99.95,1495,Yes,197328,Male,72,No,0
1257-SXUXQ,5,Yes,Month-to-month,No,Mailed check,19.45,267,No,37475,Male,26,Yes,1
1258-YMZNM,27,Yes,One year,Yes,Bank transfer (automatic),110.5,1480,No,22347,Female,67,No,0
1260-TTRXI,4,Yes,Month-to-month,No,Electronic check,54.3,815,Yes,84863,Female,19,No,0
1261-FWTTE,23,No,Month-to-month,Yes,Bank transfer (automatic),34.65,562,No,33127,Female,65,No,0
1262-OPMFY,9,Yes,Month-to-month,Yes,Bank transfer (automatic),75.75,1185,Yes,123160,Female,63,Yes,0
1264-BYWMS,55,Yes,Month-to-month,Yes,Electronic check,96.8,1420,Yes,180862,Male,48,No,0
1264-FUHCX,49,No,One year,Yes,Credit card (automatic),56.3,877,No,72767,Female,61,Yes,0
1265-BCFEO,71,Yes,Two year,Yes,Bank transfer (automatic),80.45,1181,No,110641,Male,32,Yes,0
1265-HVPZB,59,Yes,One year,No,Credit card (automatic),66.4,890,No,70161,Female,41,Yes,0
1265-XTECC,68,Yes,One year,Yes,Credit card (automatic),96.55,1470,Yes,210684,Male,80,Yes,0
1265-ZFOSD,64,Yes,Two year,Yes,Mailed check,81.3,1176,No,103808,Male,60,Yes,0
1266-NZYUI,72,Yes,Two year,No,Bank transfer (automatic),66.85,1064,No,89188,Female,58,Yes,6
1268-ASBGA,16,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1404,Yes,102632,Male,70,Yes,0
1269-FOYWN,44,Yes,One year,No,Bank transfer (automatic),20,221,No,23488,Male,51,Yes,1
1270-XKUCC,30,Yes,Two year,No,Mailed check,19.7,268,No,23849,Male,51,Yes,6
1271-SJBGZ,12,No,Month-to-month,Yes,Electronic check,43.65,777,Yes,26742,Female,65,No,0
1271-UODNO,39,Yes,Two year,Yes,Credit card (automatic),53.85,837,No,60950,Female,43,No,0
1272-ILHFG,15,Yes,One year,No,Mailed check,19.65,202,No,23421,Male,35,Yes,2
1273-MTETI,4,Yes,Month-to-month,Yes,Electronic check,88.85,1376,Yes,136294,Male,65,No,0
1282-IHQAC,70,No,One year,Yes,Credit card (automatic),44.05,684,No,44150,Female,68,No,0
1285-OKIPP,1,Yes,Month-to-month,No,Electronic check,79.9,1144,Yes,106841,Male,50,No,0
1291-CUOCY,72,Yes,Two year,Yes,Credit card (automatic),110.6,1440,No,48817,Female,48,Yes,0
1293-BSEUN,72,Yes,Two year,Yes,Mailed check,20.7,492,No,36800,Male,60,Yes,3
1293-HHSHJ,35,Yes,One year,No,Mailed check,21.1,633,No,27104,Male,26,No,0
1297-VQDRP,68,Yes,One year,Yes,Credit card (automatic),107.15,1415,No,63980,Female,65,Yes,1
1298-PHBTI,71,Yes,Two year,Yes,Electronic check,84.8,1240,No,116964,Male,50,Yes,3
1299-AURJA,70,Yes,Two year,No,Bank transfer (automatic),24.7,559,No,27083,Male,45,Yes,4
1301-LOPVR,29,No,One year,Yes,Credit card (automatic),55.35,928,No,82663,Female,22,Yes,1
1302-TPUBN,66,Yes,Two year,No,Bank transfer (automatic),19.35,290,No,42207,Male,32,No,0
1302-UHBDD,20,Yes,Month-to-month,No,Electronic check,89.95,1479,No,160423,Male,69,No,0
1303-SRDOK,55,Yes,Two year,Yes,Credit card (automatic),69.05,942,No,96037,Female,27,Yes,1
1304-BCCFO,9,Yes,Month-to-month,Yes,Mailed check,70.05,1189,No,96640,Female,22,Yes,0
1304-NECVQ,2,Yes,Month-to-month,Yes,Electronic check,78.55,1257,Yes,119019,Female,80,No,0
1304-SEGFY,72,Yes,Two year,Yes,Electronic check,97.85,1451,No,209930,Male,45,Yes,0
1306-RPWXZ,49,Yes,Two year,No,Credit card (automatic),20.45,533,No,39661,Male,32,No,1
1307-ATKGB,24,Yes,Month-to-month,Yes,Electronic check,89.55,1408,No,120276,Male,45,No,0
1307-TVUFB,42,Yes,Month-to-month,Yes,Bank transfer (automatic),79.35,1153,No,100713,Male,82,No,0
1309-BXVOQ,21,Yes,Month-to-month,Yes,Electronic check,106.1,1480,Yes,198834,Female,47,Yes,0
1309-XGFSN,52,Yes,One year,Yes,Electronic check,80.85,1226,No,115884,Male,80,Yes,1
1310-QRITU,18,Yes,Month-to-month,Yes,Electronic check,50.3,784,No,59322,Female,36,No,0
1319-YLZJG,12,Yes,Month-to-month,Yes,Electronic check,84.6,1119,No,101076,Male,40,Yes,0
1320-GVNHT,72,Yes,Two year,Yes,Credit card (automatic),108.4,1374,No,61466,Female,31,Yes,1
1320-HTRDR,3,Yes,Month-to-month,Yes,Electronic check,75.5,1248,Yes,109632,Female,45,No,0
1320-REHCS,52,Yes,Month-to-month,Yes,Electronic check,110.75,1405,No,155129,Female,63,No,0
1322-AGOQM,46,No,Month-to-month,No,Bank transfer (automatic),30.3,627,Yes,34413,Female,36,No,0
1323-OOEPC,53,Yes,Month-to-month,Yes,Credit card (automatic),98.4,1471,Yes,222044,Male,35,Yes,0
1324-NLTJE,15,Yes,Month-to-month,No,Credit card (automatic),55,1029,Yes,96111,Female,70,No,0
1325-USMEC,70,Yes,Two year,Yes,Credit card (automatic),99.35,1414,No,216868,Male,36,Yes,0
